Record Type,Record Name,Record Topic,Record SubTopic,Date,Start Time,TTime,CTime,End Time,ETime,Total Time,Restart-1,R1-Start Time,R1-CTime,R1-End Time,R1-ETime
ActivityClasses,ActivityClasses.Daily Activity,Sleep-Nap,,15-Jul-2021,02:33:43 PM,00:30:00,00:24:48,02:58:33 PM,,1489,,,,,
Subject,Root,Science 10,,15-Jul-2021,03:02:13 PM,01:00:00,00:55:14,03:57:31 PM,,3315,,,,,
Subject,Root.Math 10,Linear equations,,15-Jul-2021,05:11:26 PM,00:50:00,00:50:00,06:05:47 PM,00:04:18,3259,,,,,
Subject,Root.Science 10,"Acids, Bases, & Salts",,15-Jul-2021,06:08:04 PM,00:25:00,00:25:00,06:33:20 PM,00:00:12,1513,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,15-Jul-2021,06:53:31 PM,00:30:00,00:23:47,07:17:19 PM,,1428,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Sleep-Nap,,15-Jul-2021,07:17:43 PM,00:30:00,00:27:55,07:45:40 PM,,1676,,,,,
Subject,Root.Probability for ML,Permutation & Combanation,,15-Jul-2021,07:49:30 PM,01:00:00,01:00:00,09:00:14 PM,00:10:40,4241,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,15-Jul-2021,09:05:49 PM,01:00:00,01:00:00,10:23:22 PM,00:17:28,4648,,,,,
Project,Root.TM-TYT.Activities,Statistics,,15-Jul-2021,10:24:39 PM,01:00:00,01:00:00,11:57:48 PM,00:33:06,5586,,,,,
Subject,Root.Web Scratching,Pandas,,16-Jul-2021,12:13:34 AM,00:30:00,00:15:58,12:29:33 AM,,959,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,16-Jul-2021,12:29:43 AM,00:20:00,00:11:17,12:41:01 AM,,678,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,16-Jul-2021,07:50:28 AM,00:30:00,00:30:00,08:21:40 AM,00:01:10,1871,,,,,
Subject,Root.Probability for ML,Permutation & Combanation,,16-Jul-2021,08:25:49 AM,01:00:00,01:00:00,09:40:26 AM,00:14:29,4470,,,,,
Subject,Root.Probability for ML,Permutation & Combanation,,16-Jul-2021,10:41:43 AM,01:00:00,00:45:43,11:29:26 AM,,2744,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,16-Jul-2021,11:30:49 AM,00:20:00,00:17:42,11:48:32 AM,,1063,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Sleep-Nap,,16-Jul-2021,11:57:06 AM,00:30:00,00:29:25,12:26:33 PM,,1766,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,16-Jul-2021,01:09:50 PM,01:00:00,00:50:15,02:00:07 PM,,3016,,,,,
Subject,Root,Math 10,,16-Jul-2021,02:00:17 PM,01:00:00,01:00:00,03:33:27 PM,00:33:06,5586,,,,,
Subject,Root,Science 10,,16-Jul-2021,01:58:59 PM,01:00:00,01:00:00,04:42:38 PM,01:43:36,9814,,,,,
Subject,Root.Science 10,LIght and Reflection,,16-Jul-2021,05:10:52 PM,00:50:00,00:00:27,05:11:20 PM,,28,,,,,
Subject,Root.Science 10,Science 10 Notes,,20-Jul-2021,11:08:28 AM,01:00:00,00:50:39,12:19:39 PM,,3040,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Motivational,,20-Jul-2021,12:24:19 PM,00:20:00,00:13:51,12:38:12 PM,,832,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,20-Jul-2021,01:17:42 PM,00:20:00,00:20:00,01:44:27 PM,00:06:44,1604,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,20-Jul-2021,01:56:40 PM,00:30:00,00:27:30,02:24:12 PM,,1651,,,,,
Subject,Root.Science 10,Science 10 Notes,,20-Jul-2021,02:33:28 PM,01:00:00,00:22:08,02:55:38 PM,,1329,,,,,
Subject,Root.Math 10,Linear equations,,20-Jul-2021,05:23:36 PM,00:35:00,00:35:00,06:01:25 PM,00:02:46,2267,,,,,
Subject,Root.Science 10,"Acids, Bases, & Salts",,20-Jul-2021,06:03:21 PM,00:30:00,00:30:00,06:42:07 PM,00:08:44,2325,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,20-Jul-2021,09:10:18 PM,00:30:00,00:30:00,10:39:23 PM,00:59:03,5342,,,,,
Subject,Root.Science 10,Science 10 Notes,,20-Jul-2021,10:39:39 PM,01:00:00,01:00:00,11:48:46 PM,00:09:04,4145,,,,,
Subject,Root.Science 10,Science 10 Notes,,21-Jul-2021,07:46:44 AM,01:00:00,00:47:03,08:38:01 AM,,2824,,,,,
Subject,Root.Science 10,Science 10 Notes,,21-Jul-2021,10:11:33 AM,01:00:00,00:04:27,10:16:00 AM,,268,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,21-Jul-2021,10:16:30 AM,01:00:00,00:09:12,10:25:43 AM,,553,,,,,
Subject,Root,Calculus,,21-Jul-2021,02:39:35 PM,00:20:00,00:20:00,03:09:39 PM,00:10:01,1802,,,,,
Subject,Root.Math 10,Linear equations,,21-Jul-2021,05:05:26 PM,00:50:00,00:50:00,05:59:11 PM,00:03:42,3223,,,,,
Subject,Root.Science 10,"Acids, Bases, & Salts",,21-Jul-2021,05:59:48 PM,00:30:00,00:30:00,06:29:57 PM,00:00:06,1807,,,,,
Subject,Root.Science 10,Science 10 Notes,,21-Jul-2021,09:01:01 PM,01:00:00,00:35:06,09:36:10 PM,,2107,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,21-Jul-2021,09:38:23 PM,01:00:00,01:00:00,11:15:40 PM,00:37:13,5833,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,22-Jul-2021,06:07:18 AM,01:00:00,00:23:10,06:30:28 AM,,1391,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,22-Jul-2021,06:48:39 AM,00:30:00,00:30:00,07:31:15 AM,00:12:35,2555,,,,,
Subject,Root,Physics 11,,22-Jul-2021,07:52:13 AM,01:00:00,00:39:45,08:32:00 AM,,2386,,,,,
ActivityClasses,ActivityClasses.Daily Activity.Lunch,Take Lunch,,22-Jul-2021,08:54:39 AM,00:20:00,00:20:00,09:14:43 AM,00:00:02,1203,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,22-Jul-2021,09:59:14 AM,00:20:00,00:20:00,10:20:28 AM,00:01:12,1273,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,22-Jul-2021,10:20:42 AM,00:30:00,00:30:00,12:01:06 PM,01:10:23,6022,,,,,
Subject,Root,Physics 11,,22-Jul-2021,02:39:41 PM,01:00:00,00:43:33,03:23:15 PM,,2614,,,,,
Subject,Root.Math 10,Linear equations,,22-Jul-2021,05:25:09 PM,00:40:00,00:40:00,06:29:11 PM,00:23:59,3839,,,,,
Subject,Root,Physics 11,,23-Jul-2021,01:36:30 PM,01:00:00,00:33:35,02:10:08 PM,,2016,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,23-Jul-2021,02:12:48 PM,00:20:00,00:20:00,02:33:00 PM,00:00:10,1211,,,,,
Subject,Root,Physics 11,,23-Jul-2021,02:35:29 PM,00:15:00,00:11:03,02:46:35 PM,,664,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,23-Jul-2021,02:51:56 PM,00:20:00,00:20:00,03:13:23 PM,00:01:22,1283,,,,,
Subject,Root,Statistical Learning,,23-Jul-2021,04:29:46 PM,00:30:00,00:28:23,04:58:11 PM,,1704,,,,,
Subject,Root.Math 10,Linear equations,,23-Jul-2021,05:12:45 PM,00:50:00,00:50:00,06:03:04 PM,00:00:16,3017,,,,,
Subject,Root.Science 10,"Acids, Bases, & Salts",,23-Jul-2021,06:04:30 PM,00:25:00,00:25:00,06:36:01 PM,00:06:28,1889,,,,,
Subject,Root,Statistical Learning,,23-Jul-2021,07:27:00 PM,01:00:00,00:39:52,08:06:54 PM,,2393,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,23-Jul-2021,08:51:56 PM,01:00:00,01:00:00,10:16:59 PM,00:24:58,5099,,,,,
Subject,Root,Statistical Learning,,24-Jul-2021,06:54:57 AM,01:00:00,00:00:02,06:54:59 AM,,3,,,,,
Subject,Root,Statistical Learning,,24-Jul-2021,06:56:18 AM,01:00:00,00:49:08,07:45:27 AM,,2949,,,,,
Subject,Root,Statistical Learning,,24-Jul-2021,08:37:52 AM,01:00:00,00:49:07,09:27:01 AM,,2948,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,24-Jul-2021,01:23:41 PM,00:20:00,00:12:52,01:36:34 PM,,773,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,24-Jul-2021,01:36:41 PM,00:30:00,00:19:03,01:55:44 PM,,1144,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,24-Jul-2021,01:55:55 PM,01:00:00,00:54:03,02:50:01 PM,,3244,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,24-Jul-2021,08:03:37 AM,00:30:00,00:30:00,02:50:21 PM,01:06:18642,11828,,,,,
Subject,Root.Math 10,Linear equations,,24-Jul-2021,05:13:00 PM,00:40:00,00:40:00,06:32:56 PM,00:39:53,4792,,,,,
Subject,Root,Statistical Learning,,25-Jul-2021,09:22:25 AM,01:00:00,00:27:03,09:49:29 AM,,1624,,,,,
Subject,Root,Statistical Learning,,25-Jul-2021,10:14:30 AM,00:20:00,00:20:00,10:36:06 AM,00:01:34,1295,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Entertainment,,25-Jul-2021,01:58:04 PM,01:00:00,01:00:00,08:12:38 PM,01:57:11851,17789,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,25-Jul-2021,08:36:29 PM,01:00:00,01:00:00,01:30:35 AM,01:51:7382,17406,,,,,
Subject,Root,Statistical Learning,,27-Jul-2021,10:29:34 AM,01:00:00,01:00:00,11:32:36 AM,00:02:59,3780,,,,,
Subject,Root,Statistical Learning,,27-Jul-2021,11:58:37 AM,00:30:00,00:23:12,12:21:50 PM,,1393,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,27-Jul-2021,12:22:21 PM,00:30:00,00:30:00,01:03:32 PM,00:11:09,2469,,,,,
Subject,Root,Statistical Learning,,27-Jul-2021,01:03:41 PM,01:00:00,01:00:00,02:08:26 PM,00:04:41,3882,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Sleep-Nap,,27-Jul-2021,02:14:07 PM,01:30:00,01:30:00,04:24:15 PM,00:40:04,7804,,,,,
Subject,Root.Math 10,Linear equations,,27-Jul-2021,05:13:13 PM,00:50:00,00:00:27,05:13:41 PM,,28,,,,,
Subject,Root.Math 10,Linear equations,,27-Jul-2021,05:28:43 PM,00:40:00,00:40:00,06:40:35 PM,00:31:50,4309,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner,,27-Jul-2021,08:38:23 PM,00:30:00,00:30:00,09:56:19 PM,00:47:53,4673,,,,,
Subject,Root,Statistical Learning,,27-Jul-2021,09:56:32 PM,01:00:00,01:00:00,11:30:45 PM,00:25:44,5144,,,,,
Subject,Root,Statistical Learning,,28-Jul-2021,10:07:35 AM,01:00:00,00:45:51,10:53:28 AM,,2752,,,,,
Subject,Root.Math 10,Linear equations,,28-Jul-2021,05:06:07 PM,00:30:00,00:30:00,06:36:07 PM,00:59:57,5394,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,28-Jul-2021,07:39:16 PM,01:00:00,01:00:00,02:04:06 AM,05:24:48,23079,,,,,
Subject,Root,Statistical Learning,,29-Jul-2021,11:12:26 AM,01:00:00,01:00:00,12:26:46 PM,00:14:18,4458,,,,,
Subject,Root,Statistical Learning,,29-Jul-2021,02:09:24 PM,01:00:00,01:00:00,03:39:21 PM,00:29:55,5395,,,,,
Subject,Root.Math 10,Linear equations,,29-Jul-2021,05:12:27 PM,00:50:00,00:50:00,06:31:01 PM,00:28:30,4710,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,29-Jul-2021,01:40:12 PM,00:30:00,00:30:00,07:15:22 PM,02:51:8047,17085,,,,,
Subject,Root,Statistical Learning,,29-Jul-2021,07:26:25 PM,01:00:00,00:00:17,07:26:43 PM,,18,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,29-Jul-2021,07:26:54 PM,01:00:00,00:16:17,07:46:19 PM,,978,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,29-Jul-2021,08:56:47 PM,01:00:00,01:00:00,11:26:04 PM,01:29:13,8952,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,30-Jul-2021,08:50:59 AM,01:00:00,00:45:15,09:36:16 AM,,2716,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,30-Jul-2021,10:05:44 AM,01:00:00,01:00:00,11:13:58 AM,00:08:10,4091,,,,,
Subject,Root.Youtube,Information,,30-Jul-2021,11:20:53 AM,00:30:00,00:23:24,11:44:18 AM,,1405,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,30-Jul-2021,02:07:43 PM,00:30:00,00:30:00,03:20:19 PM,00:42:33,4353,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,30-Jul-2021,03:20:34 PM,01:00:00,00:40:21,04:07:10 PM,,2422,,,,,
Subject,Root.Probability for ML,Statististics & Probability 11,,30-Jul-2021,07:42:02 PM,01:00:00,00:56:42,08:38:46 PM,,3403,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,30-Jul-2021,09:08:46 PM,01:00:00,01:00:00,10:41:32 PM,00:32:42,5563,,,,,
Subject,Root.Probability for ML,Probability Basic,,30-Jul-2021,09:57:05 PM,01:00:00,00:44:31,10:41:37 PM,,2672,,,,,
Subject,Root.Youtube,Information,,31-Jul-2021,09:52:27 AM,00:30:00,00:30:00,11:12:27 AM,00:49:58,4797,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,31-Jul-2021,11:14:34 AM,00:30:00,00:14:17,11:28:52 AM,,858,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,31-Jul-2021,11:51:58 AM,00:30:00,00:30:00,01:30:03 PM,01:08:03,5882,,,,,
Subject,Root.Probability for ML,Staticstics 110,,31-Jul-2021,01:32:20 PM,01:00:00,00:48:20,02:20:41 PM,,2901,,,,,
Subject,Root.Probability for ML,Staticstics 110,,31-Jul-2021,03:58:01 PM,01:00:00,01:00:00,04:59:07 PM,00:01:02,3663,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Bathing,,31-Jul-2021,05:08:49 PM,00:30:00,00:26:43,05:35:33 PM,,1604,,,,,
Subject,Root,Math 10,,31-Jul-2021,06:15:08 PM,01:00:00,01:00:00,07:19:56 PM,00:04:44,3885,,,,,
Subject,Root.Youtube,Information,,31-Jul-2021,07:50:47 PM,00:30:00,00:22:22,08:13:10 PM,,1343,,,,,
Subject,Root.Probability for ML,Staticstics 110,,01-Aug-2021,06:49:54 AM,01:00:00,00:53:14,07:45:03 AM,,3195,,,,,
Subject,Root.Probability for ML,Staticstics 110,,01-Aug-2021,08:18:45 AM,01:00:00,00:56:47,09:15:34 AM,,3408,,,,,
Subject,Root.Youtube,Information,,01-Aug-2021,09:27:10 AM,00:30:00,00:04:45,09:31:56 AM,,286,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,01-Aug-2021,11:41:50 AM,00:30:00,00:30:00,12:26:34 PM,00:14:41,2682,,,,,
Subject,Root,Data Science,,01-Aug-2021,12:28:11 PM,00:30:00,00:30:00,01:47:57 PM,00:49:44,4783,,,,,
Subject,Root.Data Science,Study,,01-Aug-2021,03:40:43 PM,01:00:00,00:38:37,04:19:22 PM,,2318,,,,,
Subject,Root.Math 10,Linear equations,,01-Aug-2021,05:07:33 PM,01:00:00,00:58:30,06:06:07 PM,,3511,,,,,
Subject,Root.Data Science,NPTEL Data Science,,01-Aug-2021,06:58:54 PM,01:00:00,00:51:15,08:00:12 PM,,3076,,,,,
ActivityClasses,ActivityClasses.Entertainment2,Mind Fresh,,01-Aug-2021,08:03:11 PM,00:30:00,00:30:00,11:58:39 PM,03:25:25,14120,,,,,
Subject,Root.Probability for ML,Staticstics 110,,02-Aug-2021,09:40:29 AM,01:00:00,00:49:53,10:30:23 AM,,2994,,,,,
Subject,Root.Probability for ML,Staticstics 110,,02-Aug-2021,10:32:46 AM,01:00:00,00:31:28,11:04:16 AM,,1889,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,02-Aug-2021,11:04:33 AM,00:30:00,00:15:30,11:20:04 AM,,931,,,,,
Subject,Root.Probability for ML,Staticstics 110,,02-Aug-2021,11:29:18 AM,01:00:00,01:00:00,12:45:09 PM,00:15:49,4549,,,,,
Subject,Root,Data Science,,02-Aug-2021,03:01:58 PM,01:00:00,01:00:00,04:18:37 PM,00:16:37,4597,,,,,
Subject,Root.Science 10,"Acids, Bases, & Salts",,02-Aug-2021,05:49:30 PM,00:40:00,00:40:00,06:30:31 PM,00:00:58,2459,,,,,
Subject,Root,Data Science,,02-Aug-2021,07:40:06 PM,01:00:00,00:58:59,08:39:07 PM,,3540,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Dinner + Ent,,02-Aug-2021,09:10:03 PM,00:30:00,00:30:00,10:28:44 PM,00:48:38,4718,,,,,
Subject,Root,Data Science,,02-Aug-2021,10:29:40 PM,01:00:00,01:00:00,11:45:50 PM,00:16:06,4567,,,,,
Subject,Root.Youtube,Information,,03-Aug-2021,10:26:41 AM,01:00:00,01:00:00,11:30:29 AM,00:03:45,3826,,,,,
Subject,Root,Statistical Learning,,03-Aug-2021,11:36:49 AM,01:00:00,00:57:17,12:34:08 PM,,3438,,,,,
Subject,Root,Statistical Learning,,03-Aug-2021,12:48:24 PM,01:00:00,01:00:00,01:49:23 PM,00:00:55,3656,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Fresh,,03-Aug-2021,01:51:20 PM,00:30:00,00:15:25,02:06:45 PM,,926,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,03-Aug-2021,02:40:05 PM,00:30:00,00:30:00,04:41:26 PM,01:31:18,7277,,,,,
Subject,Root.Science 10,"Acids, Bases, & Salts",,03-Aug-2021,05:30:23 PM,00:45:00,00:45:00,06:31:54 PM,00:16:27,3688,,,,,
Subject,Root,Probability for ML,,03-Aug-2021,08:06:36 PM,01:00:00,01:00:00,02:09:54 AM,04:51:29,21081,,,,,
Subject,Root,Probability for ML,,04-Aug-2021,11:53:25 AM,01:00:00,01:00:00,01:05:40 PM,00:12:12,4333,,,,,
ActivityClasses,ActivityClasses.Daily Activity,Lunch,,04-Aug-2021,01:52:34 PM,00:20:00,00:16:24,02:08:58 PM,,985,,,,,
Subject,Root.Science 10,"Acids, Bases, & Salts",,04-Aug-2021,05:07:14 PM,00:30:00,00:30:00,06:27:01 PM,00:49:44,4781,,,,,
